Date,Close_SPY,Close_GLD,Close_TLT,Close_^VIX,Close_CL
2005-01-14,118.239998,42.32,90.169998,12.43,48.38
2005-01-18,119.470001,42.32,90.470001,12.47,48.38
2005-01-19,118.220001,42.259998,90.730003,13.18,47.55
2005-01-20,117.5,42.25,90.910004,13.83,46.91
2005-01-21,116.779999,42.740002,91.010002,14.36,48.53
2005-01-24,116.550003,42.77,91.400002,14.65,48.81
2005-01-25,116.879997,42.240002,90.540001,14.06,49.64
2005-01-26,117.230003,42.689999,90.709999,13.44,48.78
2005-01-27,117.43,42.619999,90.540001,13.24,48.84
2005-01-28,117.43,42.689999,91.449997,13.24,47.18
2005-01-31,118.160004,42.220001,91.709999,12.82,48.2
2005-02-01,118.910004,42.099998,91.220001,12.03,47.12
2005-02-02,119.269997,42.16,91.43,11.66,46.69
2005-02-03,118.959999,41.68,91.379997,11.79,46.45
2005-02-04,120.230003,41.470001,92.650002,11.21,46.48
2005-02-07,120.07,41.27,93.339996,11.73,45.28
2005-02-08,120.209999,41.259998,93.870003,11.6,45.4
2005-02-09,119.309998,41.310001,94.120003,12.0,45.46
2005-02-10,119.739998,41.75,92.849998,11.51,47.1
2005-02-11,120.769997,42.080002,92.790001,11.43,47.16
2005-02-14,120.68,42.549999,93.080002,11.52,47.44
2005-02-15,121.129997,42.580002,92.610001,11.27,47.26
2005-02-16,121.209999,42.52,92.260002,11.1,48.33
2005-02-17,120.230003,42.73,91.68,11.77,47.54
2005-02-18,120.389999,42.75,90.860001,11.18,48.35
2005-02-22,118.599998,43.57,90.459999,13.14,51.15
2005-02-23,119.449997,43.419998,90.760002,12.39,51.17
2005-02-24,120.239998,43.330002,90.559998,11.57,51.39
2005-02-25,121.43,43.5,91.0,11.49,51.49
2005-02-28,120.629997,43.529999,90.019997,12.08,51.75
2005-03-01,121.230003,43.220001,89.709999,12.04,51.68
2005-03-02,121.169998,43.25,89.589996,12.5,53.05
2005-03-03,121.220001,42.970001,89.540001,12.93,53.57
2005-03-04,122.730003,43.380001,90.510002,11.94,53.78
2005-03-07,122.790001,43.470001,90.870003,12.26,53.89
2005-03-08,122.330002,44.029999,90.010002,12.4,54.59
2005-03-09,120.970001,44.02,88.540001,12.7,54.77
2005-03-10,121.239998,44.200001,89.080002,12.49,53.54
2005-03-11,120.389999,44.43,88.43,12.8,54.43
2005-03-14,121.139999,44.029999,88.959999,12.39,54.95
2005-03-15,120.139999,44.060001,88.400002,13.15,55.05
2005-03-16,119.120003,44.310001,88.940002,13.49,56.46
2005-03-17,119.360001,43.82,89.230003,13.29,56.4
2005-03-18,118.540001,43.889999,88.669998,13.14,56.72
2005-03-21,118.099998,43.09,88.419998,13.61,56.62
2005-03-22,116.900002,42.650002,87.669998,14.27,56.03
2005-03-23,117.0,42.419998,88.089996,14.06,53.81
2005-03-24,117.139999,42.389999,88.269997,13.42,54.84
2005-03-28,117.309998,42.540001,87.730003,13.75,54.05
2005-03-29,116.529999,42.560001,88.25,14.49,54.23
2005-03-30,118.18,42.610001,88.690002,13.64,53.99
2005-03-31,117.959999,42.82,89.330002,14.02,55.4
2005-04-01,117.43,42.619999,89.300003,14.09,57.27
2005-04-04,117.629997,42.400002,89.279999,14.11,57.01
2005-04-05,118.190002,42.450001,89.050003,13.68,56.04
2005-04-06,118.599998,42.630001,89.360001,13.15,55.85
2005-04-07,119.239998,42.57,88.639999,12.33,54.11
2005-04-08,118.0,42.689999,88.949997,12.62,53.32
2005-04-11,118.089996,42.779999,89.43,11.98,53.71
2005-04-12,118.699997,42.84,90.260002,11.3,51.86
2005-04-13,117.300003,42.900002,90.040001,13.31,50.22
2005-04-14,115.769997,42.310001,89.900002,14.53,51.13
2005-04-15,114.150002,42.400002,91.089996,17.74,50.49
2005-04-18,114.5,42.689999,91.019997,16.559999,50.37
2005-04-19,115.410004,43.279999,91.900002,14.96,52.29
2005-04-20,113.800003,43.400002,91.669998,16.92,52.44
2005-04-21,116.010002,43.189999,90.709999,14.41,54.2
2005-04-22,115.57,43.389999,91.470001,15.38,55.39
2005-04-25,116.330002,43.439999,91.739998,14.62,54.57
2005-04-26,115.199997,43.639999,91.599998,14.91,54.2
2005-04-27,115.650002,43.200001,91.919998,14.87,51.61
2005-04-28,114.199997,43.0,92.599998,16.860001,51.77
2005-04-29,115.75,43.349998,92.440002,15.31,49.72
2005-05-02,116.400002,42.880001,92.089996,15.12,50.92
2005-05-03,116.599998,42.759998,92.339996,14.53,49.5
2005-05-04,117.5,42.900002,91.529999,13.85,50.13
2005-05-05,117.459999,42.91,91.739998,13.98,50.83
2005-05-06,117.089996,42.52,91.059998,14.05,50.96
2005-05-09,117.82,42.549999,91.150002,13.75,52.03
2005-05-10,116.599998,42.639999,91.800003,14.91,52.07
2005-05-11,117.239998,42.689999,92.080002,14.45,50.45
2005-05-12,115.949997,42.16,92.440002,16.120001,48.54
2005-05-13,115.720001,41.950001,92.800003,16.32,48.67
2005-05-16,116.800003,41.880001,92.690002,15.68,48.61
2005-05-17,117.580002,41.860001,92.949997,14.57,48.97
2005-05-18,118.790001,42.049999,93.57,13.63,47.25
2005-05-19,119.290001,41.98,93.330002,13.32,46.92
2005-05-20,119.120003,41.650002,93.440002,13.14,46.8
2005-05-23,119.779999,41.619999,94.169998,12.95,49.16
2005-05-24,119.5,41.73,94.43,12.69,49.67
2005-05-25,119.410004,41.869999,93.769997,12.58,50.98
2005-05-26,120.050003,41.689999,93.739998,12.24,51.01
2005-05-27,120.25,41.880001,93.839996,12.15,51.85
2005-05-31,119.480003,41.650002,95.0,13.29,51.97
2005-06-01,120.5,41.529999,95.809998,12.36,54.6
2005-06-02,120.760002,42.099998,96.040001,11.84,53.63
2005-06-03,120.150002,42.169998,95.25,12.15,55.03
2005-06-06,120.040001,42.48,95.75,12.28,54.49
2005-06-07,120.129997,42.380001,96.510002,12.39,53.76
2005-06-08,119.910004,42.34,96.050003,12.7,52.54
2005-06-09,120.480003,42.27,95.970001,12.08,54.28
2005-06-10,120.199997,42.619999,94.889999,11.96,53.54
2005-06-13,120.580002,42.779999,94.32,11.65,55.62
2005-06-14,120.860001,42.599998,93.699997,11.79,55.0
2005-06-15,121.089996,42.740002,93.870003,11.46,55.57
2005-06-16,121.400002,43.459999,94.339996,11.15,56.58
2005-06-17,121.360001,43.630001,94.330002,11.48,58.47
2005-06-20,121.400002,43.66,94.169998,11.47,59.37
2005-06-21,121.470001,43.810001,94.860001,11.08,58.9
2005-06-22,121.57,43.720001,96.010002,11.05,58.09
2005-06-23,119.860001,44.02,95.910004,12.13,59.42
2005-06-24,118.980003,43.900002,96.389999,12.18,59.84
2005-06-27,119.150002,43.91,96.650002,12.52,60.54
2005-06-28,120.150002,43.450001,95.989998,11.58,58.2
2005-06-29,119.830002,43.630001,95.839996,11.77,57.26
2005-06-30,119.18,43.439999,96.699997,12.04,56.5
2005-07-01,119.529999,42.700001,95.199997,11.4,58.75
2005-07-05,120.489998,42.279999,94.300003,11.68,59.59
2005-07-06,119.480003,42.25,94.82,12.27,61.28
2005-07-07,119.949997,42.360001,95.019997,12.49,60.73
2005-07-08,121.32,42.259998,94.629997,11.45,59.63
2005-07-11,121.940002,42.540001,94.629997,11.28,58.92
2005-07-12,122.260002,42.639999,94.099998,10.95,60.62
2005-07-13,122.43,42.349998,93.959999,10.84,60.01
2005-07-14,122.910004,41.900002,93.720001,10.81,57.8
2005-07-15,122.839996,42.049999,93.970001,10.33,58.09
2005-07-18,122.349998,42.009998,93.269997,10.77,57.32
2005-07-19,123.019997,41.889999,93.599998,10.45,57.46
2005-07-20,123.440002,42.200001,94.110001,10.23,56.72
2005-07-21,122.720001,42.459999,92.830002,10.97,57.13
2005-07-22,123.540001,42.450001,93.550003,10.52,58.65
2005-07-25,123.190002,42.509998,93.209999,11.1,59.0
2005-07-26,123.339996,42.25,93.360001,10.99,59.2
2005-07-27,123.790001,42.439999,93.209999,10.36,59.11
2005-07-28,124.57,42.75,94.040001,10.52,59.94
2005-07-29,123.739998,42.82,93.110001,11.57,60.57
2005-08-01,123.650002,43.130001,92.419998,12.08,61.57
2005-08-02,124.389999,43.139999,92.120003,11.75,61.89
2005-08-03,124.720001,43.529999,92.57,11.83,60.86
2005-08-04,123.720001,43.68,92.379997,12.52,61.38
2005-08-05,122.879997,43.599998,91.660004,12.48,62.31
2005-08-08,122.650002,43.349998,91.489998,13.21,63.94
2005-08-09,123.389999,43.34,91.830002,12.4,63.07
2005-08-10,123.330002,43.650002,91.730003,12.38,64.9
2005-08-11,123.82,44.450001,92.370003,12.42,65.8
2005-08-12,123.059998,44.490002,93.309998,12.74,66.86
2005-08-15,123.82,44.130001,93.07,12.26,66.27
2005-08-16,122.209999,44.549999,93.720001,13.52,66.08
2005-08-17,122.199997,43.91,93.099998,13.3,63.25
2005-08-18,122.190002,43.830002,93.790001,13.42,63.27
2005-08-19,122.470001,43.599998,93.779999,13.42,65.35
2005-08-22,122.470001,43.700001,93.68,13.42,65.45
2005-08-23,122.239998,43.759998,94.110001,13.34,65.71
2005-08-24,121.150002,43.59,94.199997,14.17,67.32
2005-08-25,121.589996,43.73,94.5,13.73,67.49
2005-08-26,120.760002,43.610001,94.470001,13.72,66.13
2005-08-29,121.690002,43.57,94.589996,13.52,67.2
2005-08-30,121.050003,43.009998,95.190002,13.65,69.81
2005-08-31,122.580002,43.400002,95.989998,12.6,68.94
2005-09-01,122.489998,44.220001,95.080002,13.15,69.47
2005-09-02,122.269997,44.25,95.160004,13.57,67.57
2005-09-06,123.699997,44.27,94.489998,12.93,65.96
2005-09-07,123.910004,44.330002,93.599998,12.52,64.37
2005-09-08,123.5,44.599998,93.699997,12.93,64.49
2005-09-09,124.599998,44.84,94.0,11.98,64.08
2005-09-12,124.349998,44.889999,93.349998,11.65,63.34
2005-09-13,123.660004,44.560001,93.839996,12.39,63.11
2005-09-14,123.209999,44.959999,93.480003,12.91,65.09
2005-09-15,123.150002,45.419998,92.709999,12.49,64.75
2005-09-16,123.5,45.82,92.099998,11.22,63.0
2005-09-19,123.089996,46.25,92.300003,12.14,67.39
2005-09-20,122.050003,46.23,92.540001,12.64,66.23
2005-09-21,120.910004,47.060001,93.400002,13.79,66.8
2005-09-22,121.339996,46.360001,93.309998,13.33,66.5
2005-09-23,121.440002,46.279999,92.610001,12.96,64.19
2005-09-26,121.580002,46.57,92.190002,13.04,65.82
2005-09-27,121.550003,46.25,92.32,12.76,65.07
2005-09-28,121.669998,46.799999,92.940002,12.63,66.35
2005-09-29,122.660004,47.099998,92.519997,12.24,66.79
2005-09-30,123.040001,46.700001,92.199997,11.92,66.24
2005-10-03,122.599998,46.419998,91.120003,12.46,65.47
2005-10-04,121.220001,46.450001,91.419998,13.2,63.9
2005-10-05,119.629997,46.360001,91.82,14.55,62.79
2005-10-06,119.199997,47.209999,91.470001,14.96,61.36
2005-10-07,119.610001,47.360001,91.839996,14.59,61.84
2005-10-10,118.599998,47.369999,91.779999,15.55,61.8
2005-10-11,118.43,47.389999,91.589996,15.63,63.53
2005-10-12,117.5,46.849998,90.699997,16.219999,64.12
2005-10-13,117.43,47.02,90.370003,16.469999,63.08
2005-10-14,118.669998,46.799999,90.230003,14.87,62.63
2005-10-17,119.110001,47.259998,90.209999,14.67,64.36
2005-10-18,117.82,47.0,90.309998,15.33,63.2
2005-10-19,119.779999,46.34,90.349998,13.5,62.41
2005-10-20,117.669998,45.98,90.589996,16.110001,61.03
2005-10-21,118.129997,46.52,91.43,16.129999,60.63
2005-10-24,119.959999,46.389999,90.720001,14.74,60.32
2005-10-25,119.720001,47.060001,89.940002,14.53,62.44
2005-10-26,119.370003,46.93,89.279999,14.59,60.66
2005-10-27,118.099998,47.18,89.599998,16.02,61.09
2005-10-28,119.800003,47.220001,89.610001,14.25,61.22
2005-10-31,120.129997,46.400002,89.779999,15.32,59.76
2005-11-01,120.489998,45.73,89.279999,14.85,59.85
2005-11-02,121.75,46.130001,88.860001,13.48,59.75
2005-11-03,122.269997,45.959999,88.260002,13.0,61.78
2005-11-04,122.110001,45.509998,88.120003,13.17,60.58
2005-11-07,122.230003,45.77,88.419998,13.1,59.47
2005-11-08,122.230003,45.91,89.279999,13.08,59.71
2005-11-09,122.389999,46.560001,88.360001,12.8,58.93
2005-11-10,123.339996,46.48,89.440002,11.9,57.8
2005-11-11,123.760002,46.799999,89.489998,11.63,57.53
2005-11-14,123.690002,46.619999,88.82,12.18,57.69
2005-11-15,123.239998,46.66,89.400002,12.23,56.98
2005-11-16,123.489998,47.779999,90.339996,12.26,57.88
2005-11-17,124.639999,48.48,90.559998,11.25,56.34
2005-11-18,125.129997,48.459999,90.139999,11.12,56.14
2005-11-21,125.760002,48.990002,90.410004,10.82,57.7
2005-11-22,126.300003,49.32,90.529999,10.6,58.84
2005-11-23,127.029999,49.150002,90.18,10.96,58.71
2005-11-28,126.230003,49.740002,90.959999,11.84,57.36
2005-11-29,126.089996,49.799999,90.099998,11.89,56.5
2005-11-30,125.410004,49.099998,90.0,12.06,57.32
2005-12-01,126.690002,50.169998,89.470001,11.24,58.47
2005-12-02,126.849998,50.32,89.5,11.01,59.32
2005-12-05,126.580002,50.779999,89.099998,11.6,59.91
2005-12-06,126.82,50.889999,90.010002,11.52,59.94
2005-12-07,126.080002,51.32,89.669998,12.18,59.21
2005-12-08,126.0,51.900002,90.25,12.21,60.66
2005-12-09,126.330002,52.400002,89.540001,11.69,59.39
2005-12-12,126.449997,52.560001,89.370003,11.47,61.3
2005-12-13,127.309998,51.650002,89.699997,11.11,61.37
2005-12-14,127.809998,50.349998,90.620003,10.48,60.85
2005-12-15,127.440002,50.240002,90.400002,10.73,59.99
2005-12-16,126.360001,50.09,90.699997,10.68,58.06
2005-12-19,125.709999,50.220001,90.790001,11.38,57.34
2005-12-20,125.830002,49.040001,90.68,11.19,57.98
2005-12-21,126.029999,49.369999,90.519997,10.81,58.56
2005-12-22,126.690002,50.139999,91.239998,10.29,58.28
2005-12-23,126.760002,50.119999,91.800003,10.27,58.43
2005-12-27,125.470001,50.639999,92.550003,11.57,58.16
2005-12-28,125.75,51.470001,91.910004,11.35,59.82
2005-12-29,125.190002,51.470001,92.110001,11.61,60.32
2005-12-30,124.510002,51.580002,91.900002,12.07,61.04
2006-01-03,126.699997,53.119999,91.779999,11.14,63.14
2006-01-04,127.300003,53.299999,92.0,11.37,63.42
2006-01-05,127.379997,52.34,91.889999,11.31,62.79
2006-01-06,128.440002,53.720001,91.720001,11.0,64.21
2006-01-09,128.770004,54.599998,91.779999,11.13,63.5
2006-01-10,128.899994,54.060001,91.040001,10.86,63.37
2006-01-11,129.309998,54.529999,90.889999,10.94,63.94
2006-01-12,128.800003,54.43,91.5,11.2,63.94
2006-01-13,128.679993,55.439999,92.029999,11.23,63.92
2006-01-17,128.330002,55.259998,92.440002,11.91,66.31
2006-01-18,127.82,54.07,92.410004,12.25,65.73
2006-01-19,128.309998,55.59,92.139999,11.98,66.83
2006-01-20,125.970001,55.200001,92.379997,14.56,68.35
2006-01-23,126.419998,55.77,92.349998,13.93,68.1
2006-01-24,126.550003,55.73,91.900002,13.31,67.06
2006-01-25,126.660004,56.139999,90.900002,12.87,65.85
2006-01-26,127.360001,55.880001,90.510002,12.42,66.26
2006-01-27,128.539993,55.630001,90.510002,11.97,67.76
2006-01-30,128.440002,56.68,90.419998,12.39,68.35
2006-01-31,127.5,56.700001,90.669998,12.95,67.92
2006-02-01,128.389999,56.700001,90.040001,12.36,66.56
2006-02-02,126.900002,56.98,90.209999,13.23,64.68
2006-02-03,126.269997,56.5,90.849998,12.96,65.37
2006-02-06,126.599998,56.720001,91.029999,13.04,65.11
2006-02-07,125.480003,54.599998,90.599998,13.59,63.09
2006-02-08,126.620003,54.830002,90.389999,12.83,62.55
2006-02-09,126.410004,56.18,90.800003,13.12,62.62
2006-02-10,126.639999,54.790001,90.300003,12.87,61.84
2006-02-13,126.410004,53.720001,90.309998,13.35,61.24
2006-02-14,127.75,54.490002,89.989998,12.25,59.57
2006-02-15,128.199997,53.759998,90.209999,12.31,57.65
2006-02-16,129.160004,54.52,90.230003,11.48,58.46
2006-02-17,128.809998,54.959999,90.949997,12.01,59.88
2006-02-21,128.490005,55.119999,90.800003,12.41,61.1
2006-02-22,129.270004,55.34,91.419998,11.88,61.01
2006-02-23,129.080002,54.639999,91.190002,11.87,60.54
2006-02-24,129.410004,55.639999,91.050003,11.46,62.91
2006-02-27,129.460007,55.220001,90.900002,11.59,61.0
2006-02-28,128.229996,56.07,91.349998,12.34,61.41
2006-03-01,129.369995,56.099998,90.480003,11.54,61.97
2006-03-02,129.360001,56.740002,89.849998,11.72,63.36
2006-03-03,128.759995,56.279999,89.330002,11.96,63.67
2006-03-06,128.169998,55.23,88.550003,12.74,62.41
2006-03-07,127.970001,54.950001,88.610001,12.66,61.58
2006-03-08,128.240005,53.970001,88.580002,12.32,60.02
2006-03-09,127.379997,54.240002,88.610001,12.68,60.47
2006-03-10,128.589996,53.830002,88.279999,11.85,59.96
2006-03-13,128.830002,54.310001,88.209999,11.37,61.77
2006-03-14,130.179993,54.869999,88.800003,10.74,63.1
2006-03-15,130.759995,55.119999,88.32,11.35,62.17
2006-03-16,131.029999,55.34,89.120003,11.98,63.58
2006-03-17,130.619995,55.119999,88.849998,12.12,62.77
2006-03-20,130.410004,55.169998,88.989998,11.79,60.42
2006-03-21,129.589996,54.830002,88.529999,11.62,60.57
2006-03-22,130.380005,54.75,88.720001,11.21,61.77
2006-03-23,130.110001,54.700001,88.440002,11.17,63.91
2006-03-24,130.210007,55.709999,89.089996,11.19,64.26
2006-03-27,130.020004,56.389999,88.760002,11.46,64.16
2006-03-28,129.220001,56.060001,87.93,11.58,66.07
2006-03-29,130.029999,57.07,87.510002,10.95,66.45
2006-03-30,129.800003,58.599998,86.900002,11.57,67.15
2006-03-31,129.830002,58.099998,86.870003,11.39,66.63
2006-04-03,129.729996,58.470001,86.57,11.57,66.74
2006-04-04,130.559998,58.330002,86.480003,11.14,66.23
2006-04-05,131.009995,58.66,86.599998,11.13,67.07
2006-04-06,130.869995,59.279999,85.940002,11.45,67.94
2006-04-07,129.539993,58.59,85.099998,12.26,67.39
2006-04-10,129.740005,59.599998,85.260002,12.19,68.74
2006-04-11,128.639999,59.009998,85.559998,13.0,68.98
2006-04-12,128.880005,59.43,85.040001,12.76,68.62
2006-04-13,128.710007,59.5,84.440002,12.38,69.32
2006-04-17,128.660004,61.09,84.75,12.58,70.4
2006-04-18,130.699997,61.849998,84.900002,11.4,71.35
2006-04-19,130.949997,63.75,84.379997,11.32,72.17
2006-04-20,131.130005,60.959999,84.309998,11.64,71.95
2006-04-21,131.149994,63.200001,84.800003,11.59,75.17
2006-04-24,130.910004,61.650002,85.139999,11.75,73.33
2006-04-25,130.369995,62.779999,84.129997,11.75,72.88
2006-04-26,130.399994,63.650002,83.989998,11.76,71.93
2006-04-27,131.029999,62.959999,84.099998,11.84,70.97
2006-04-28,131.470001,65.089996,84.160004,11.59,71.88
2006-05-01,130.399994,65.160004,83.199997,12.54,73.7
2006-05-02,131.380005,66.550003,83.419998,11.99,74.61
2006-05-03,130.889999,66.459999,83.239998,11.99,72.28
2006-05-04,131.360001,67.480003,83.099998,11.86,69.94
2006-05-05,132.520004,67.989998,83.599998,11.62,70.19
2006-05-08,132.360001,67.559998,83.650002,12.0,69.77
2006-05-09,132.619995,69.68,83.599998,11.99,70.69
2006-05-10,132.550003,70.379997,83.75,11.78,72.13
2006-05-11,130.949997,71.029999,83.339996,12.49,73.32
2006-05-12,129.240005,71.120003,82.650002,14.19,72.04
2006-05-15,129.5,67.410004,82.980003,13.57,69.41
2006-05-16,129.309998,68.610001,83.599998,13.35,69.53
2006-05-17,126.849998,68.150002,83.080002,16.26,68.69
2006-05-18,126.209999,67.459999,84.209999,16.99,69.45
2006-05-19,127.099998,65.580002,84.43,17.18,68.53
2006-05-22,126.129997,65.300003,84.610001,17.719999,69.23
2006-05-23,125.169998,66.379997,84.559998,18.26,71.76
2006-05-24,126.169998,64.059998,84.599998,17.360001,69.86
2006-05-25,127.730003,64.699997,84.269997,15.5,71.32
2006-05-26,128.380005,65.099998,84.209999,14.26,71.37
2006-05-30,126.099998,65.110001,84.169998,18.66,72.03
2006-05-31,127.510002,64.230003,83.669998,16.440001,71.29
2006-06-01,128.729996,62.560001,83.709999,14.52,70.34
2006-06-02,129.0,63.5,84.790001,14.32,72.33
2006-06-05,127.120003,63.290001,84.68,16.65,72.6
2006-06-06,126.809998,62.549999,85.080002,17.34,72.5
2006-06-07,125.860001,62.279999,85.099998,17.799999,70.82
2006-06-08,125.75,60.91,85.269997,18.35,70.35
2006-06-09,125.349998,60.450001,85.720001,18.120001,71.63
2006-06-12,123.989998,60.029999,85.790001,20.959999,70.36
2006-06-13,122.550003,55.919998,85.849998,23.809999,68.56
2006-06-14,123.5,55.619999,84.989998,21.459999,69.14
2006-06-15,126.120003,57.32,84.5,15.9,69.5
2006-06-16,124.650002,57.68,84.309998,17.25,69.88
2006-06-19,123.669998,56.360001,84.190002,17.83,68.98
2006-06-20,124.089996,57.299999,84.050003,16.690001,68.94
2006-06-21,125.010002,58.330002,84.07,15.52,70.33
2006-06-22,124.459999,57.73,83.589996,15.88,70.84
2006-06-23,124.440002,57.990002,83.419998,15.89,70.87
2006-06-26,124.989998,58.279999,83.260002,15.62,71.8
2006-06-27,123.910004,57.68,83.669998,16.4,71.92
2006-06-28,124.75,57.540001,83.230003,15.79,72.19
2006-06-29,127.269997,59.52,83.510002,13.03,73.52
2006-06-30,127.279999,61.23,84.32,13.08,73.93
2006-07-03,127.800003,62.18,83.910004,13.05,73.93
2006-07-05,127.07,62.5,83.239998,14.15,75.19
2006-07-06,127.440002,63.02,83.75,13.65,75.14
2006-07-07,126.610001,62.630001,84.290001,13.97,74.09
2006-07-10,126.849998,62.02,84.370003,14.02,73.61
2006-07-11,127.410004,63.810001,84.639999,13.14,74.16
2006-07-12,126.050003,64.919998,84.660004,14.49,74.95
2006-07-13,124.0,65.550003,84.989998,17.790001,76.7
2006-07-14,123.519997,65.849998,85.040001,18.049999,77.03
2006-07-17,123.339996,63.950001,85.169998,18.639999,75.3
2006-07-18,123.970001,62.900002,84.440002,17.74,73.54
2006-07-19,125.690002,64.029999,85.239998,15.55,72.66
2006-07-20,124.830002,62.540001,85.489998,16.209999,73.08
2006-07-21,123.949997,61.709999,85.330002,17.4,74.43
2006-07-24,126.209999,61.139999,85.279999,14.98,75.05
2006-07-25,126.660004,61.549999,85.029999,14.85,73.75
2006-07-26,126.830002,62.0,85.339996,14.62,73.94
2006-07-27,126.709999,62.900002,85.209999,14.94,74.54
2006-07-28,127.980003,63.110001,85.699997,14.33,73.24
2006-07-31,127.849998,63.16,85.809998,14.95,74.4
2006-08-01,127.220001,64.32,85.459999,15.05,74.91
2006-08-02,128.080002,64.75,85.779999,14.34,75.81
2006-08-03,128.419998,64.120003,85.800003,14.46,75.46
2006-08-04,128.199997,64.279999,86.32,14.34,74.76
2006-08-07,127.900002,64.5,86.370003,15.23,76.98
2006-08-08,127.410004,63.970001,86.18,15.23,76.31
2006-08-09,126.980003,64.629997,85.900002,15.2,76.35
2006-08-10,127.370003,63.25,85.769997,14.46,74.0
2006-08-11,127.010002,62.709999,85.400002,14.3,74.35
2006-08-14,127.110001,62.25,85.25,14.26,73.53
2006-08-15,128.630005,62.009998,85.970001,13.42,73.05
2006-08-16,129.699997,62.490002,86.550003,12.41,71.89
2006-08-17,130.029999,61.029999,86.519997,12.24,70.06
2006-08-18,130.690002,61.040001,86.769997,11.64,71.14
2006-08-21,130.130005,62.439999,87.080002,12.22,72.45
2006-08-22,130.119995,62.049999,87.110001,12.19,72.63
2006-08-23,129.759995,61.830002,87.150002,12.4,71.76
2006-08-24,129.649994,61.75,87.309998,12.4,72.36
2006-08-25,129.809998,61.77,87.440002,12.31,72.51
2006-08-28,130.429993,61.0,87.519997,12.18,70.61
2006-08-29,130.580002,60.939999,87.639999,12.28,69.71
2006-08-30,130.660004,61.419998,87.870003,12.22,70.03
2006-08-31,130.639999,62.290001,88.080002,12.31,70.26
2006-09-01,131.419998,62.139999,87.760002,11.96,69.19
2006-09-05,131.669998,63.360001,87.209999,12.63,68.6
2006-09-06,130.509995,62.860001,87.089996,13.74,67.5
2006-09-07,129.910004,61.25,87.260002,13.88,67.32
2006-09-08,130.279999,60.639999,87.330002,13.16,66.25
2006-09-11,130.410004,58.5,87.25,12.99,65.61
2006-09-12,131.690002,58.32,87.690002,11.92,63.76
2006-09-13,132.220001,58.619999,87.730003,11.18,63.97
2006-09-14,132.229996,57.189999,87.529999,11.55,63.22
2006-09-15,131.960007,57.400002,87.459999,11.76,63.33
2006-09-18,132.139999,58.23,87.32,11.78,63.8
2006-09-19,131.809998,56.919998,88.300003,11.98,61.66
2006-09-20,132.509995,57.259998,88.43,11.39,60.46
2006-09-21,131.869995,57.950001,89.239998,12.25,61.59
2006-09-22,131.470001,58.5,89.68,12.59,60.55
2006-09-25,132.479996,58.5,90.309998,12.12,61.45
2006-09-26,133.580002,58.740002,89.93,11.53,61.01
2006-09-27,133.740005,59.810001,89.669998,11.58,62.96
2006-09-28,133.690002,59.790001,89.519997,11.72,62.76
2006-09-29,133.580002,59.470001,89.410004,11.98,62.91
2006-10-02,133.080002,59.150002,89.300003,12.57,61.03
2006-10-03,133.360001,57.110001,89.18,12.24,58.68
2006-10-04,134.919998,56.369999,89.830002,11.86,59.41
2006-10-05,135.179993,56.919998,89.199997,11.98,60.03
